ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),UOM (Items),Rate (Items)
,,,,,,53fb2d6e64,PCK0011,1.0,Nos,0.0
,,,,,,537df91f1d,PB0000093,1.0,Nos,0.0
,,,,,,7ba522d6e0,PAI0001,1.0,Nos,0.0
,,,,,,9eb41b6ec1,PAI0002,1.0,Nos,0.0
,,,,,,63637d7bc2,PAI0003,1.0,Nos,0.0
,,,,,,3b90b33cd1,PAI0014,1.0,Nos,0.0
,,,,,,e878adb9ba,PAI0040,1.0,Nos,0.0
,,,,,,7cd1ab8eec,PTC0070,1.0,Nos,0.0
,,,,,,0497c7b954,PTC0071,1.0,Nos,0.0
,,,,,,7f4694375c,PTC0077,1.0,Nos,0.0
,,,,,,1628a7e32a,PTC0078,1.0,Nos,0.0
,,,,,,e963e45e9e,RBP0002,1.0,Nos,0.0
,,,,,,1b61cd8d95,RBP0004,1.0,Nos,0.0
,,,,,,37a59be416,RBP0007,2.0,Nos,0.0
,,,,,,b9624bc83c,RBP0009,1.0,Nos,0.0
,,,,,,0fa8bba751,RBP0011,1.0,Nos,0.0
,,,,,,a95a4b7d5d,STK0001,1.0,Nos,0.0
,,,,,,8af4dd949f,STK0002,1.0,Nos,0.0
,,,,,,f2c870a699,STK0003,1.0,Nos,0.0
,,,,,,d4368a4ada,STK0004,1.0,Nos,0.0
,,,,,,5a64cd34f2,STK0005,1.0,Nos,0.0
,,,,,,51c9f4df45,STK0006,1.0,Nos,0.0
,,,,,,00e3a9811a,STK0008,1.0,Nos,0.0
,,,,,,e23dfa0a39,STK0012,1.0,Nos,0.0
,,,,,,1b1e653da7,STK0018,1.0,Nos,0.0
,,,,,,8c6ed42255,STK0022,1.0,Nos,0.0
,,,,,,6477e59ac3,STK0025,1.0,Nos,0.0
,,,,,,d61938c543,STK0026,1.0,Nos,0.0
,,,,,,3375f56e80,STK0028,1.0,Nos,0.0
,,,,,,fbd46b78c8,STK0034,1.0,Nos,0.0
,,,,,,9bc0319861,STK0039,1.0,Nos,0.0
,,,,,,4f3ce35b27,TNK0006,1.0,Nos,0.0
,,,,,,3e86df7858,PCK0017,1.0,Nos,0.0
,,,,,,a54bc56f5b,PCK0018,1.0,Nos,0.0
,,,,,,498a975aab,WIH0001,1.0,Nos,0.0
,,,,,,19120da661,PCK0010,960.0,Meter,0.0
,,,,,,defe33f2bb,RBP0019,1680.0,Millimeter,0.0
,,,,,,37e3bca1d3,MIS0012,2000.0,Millimeter,0.0
,,,,,,2148ac2750,PCK0009,960.0,Millimeter,0.0
,,,,,,71ec9be6d3,CON0001,1.0,Gram,0.0
,,,,,,eed702313f,CON0002,1.0,Gram,0.0
,,,,,,d2019ee941,CON0003,1.0,Gram,0.0
,,,,,,b800a1b30c,CON0004,1.0,Gram,0.0
BOM-TEM0000008-001,TEM0000008,Real Appliances Private Limited,1.0,INR,1.0,5da693cdcf,MIS0008,0.221,Square Meter,0.0
,,,,,,bc852d2fdd,ELE0002,1.0,Nos,0.0
,,,,,,d9503c8d56,ASP0003,1.0,Nos,0.0
,,,,,,2c7cc1c858,ELC0006,1.0,Nos,0.0
,,,,,,f97b2fb4a1,ELC0009,1.0,Nos,0.0
,,,,,,ff7444e7bd,HRD0002,7.0,Nos,0.0
,,,,,,ef0c11d4e0,HRD0003,2.0,Nos,0.0
,,,,,,993a7e31bb,HRD0007,4.0,Nos,0.0
,,,,,,158d2949b4,HRD0014,1.0,Nos,0.0
,,,,,,5fe0a2aae5,HRD0020,5.0,Nos,0.0
,,,,,,c8e0bae550,HRD0024,3.0,Nos,0.0
,,,,,,f4f484e53b,HRD0025,7.0,Nos,0.0
,,,,,,b5061e0632,HRD0028,1.0,Nos,0.0
,,,,,,3c0a651ce6,HRD0029,3.0,Nos,0.0
,,,,,,07a33e6927,IMP0001,1.0,Nos,0.0
,,,,,,d5800a8179,IMP0002,1.0,Nos,0.0
,,,,,,8b4b1e2ad4,HRD0030,1.0,Nos,0.0
,,,,,,6898a52095,MIS0001,1.0,Nos,0.0
,,,,,,1a68ff37f6,MIS0003,1.0,Nos,0.0
,,,,,,5b36153cf4,MIS0005,1.0,Nos,0.0
,,,,,,f582d96640,HRD0031,1.0,Nos,0.0
,,,,,,389bed89ee,MIS0009,1.0,Nos,0.0
,,,,,,707e1893a9,PCK0007,1.0,Nos,0.0
,,,,,,7c98104ff2,PCK0011,1.0,Nos,0.0
,,,,,,ef6c5401c6,PAI0001,1.0,Nos,0.0
,,,,,,ba33339637,PAI0002,1.0,Nos,0.0
,,,,,,d60134541e,PAI0003,1.0,Nos,0.0
,,,,,,e5519548e6,PAI0013,1.0,Nos,0.0
,,,,,,268fa0f822,PAI0040,1.0,Nos,0.0
,,,,,,bb88337136,PTC0070,1.0,Nos,0.0
,,,,,,7f2ae1193d,PTC0071,1.0,Nos,0.0
,,,,,,ac50a4a94c,PTC0077,1.0,Nos,0.0
,,,,,,de04d29833,PTC0078,1.0,Nos,0.0
,,,,,,4b452d7529,RBP0002,1.0,Nos,0.0
,,,,,,99c682b610,RBP0004,1.0,Nos,0.0
,,,,,,87a96b7fbe,RBP0007,2.0,Nos,0.0
,,,,,,dabc09680a,RBP0009,1.0,Nos,0.0
,,,,,,387bb9339d,RBP0011,1.0,Nos,0.0
,,,,,,547a5a8826,STK0001,1.0,Nos,0.0
,,,,,,337afe7dd9,STK0002,1.0,Nos,0.0
,,,,,,d4031e36d9,STK0003,1.0,Nos,0.0
,,,,,,c9d5594ee7,STK0004,1.0,Nos,0.0
,,,,,,0f93881e8d,STK0005,1.0,Nos,0.0
,,,,,,cb3c274ff7,STK0006,1.0,Nos,0.0
,,,,,,e905688896,STK0008,1.0,Nos,0.0
,,,,,,04063c78db,STK0012,1.0,Nos,0.0
,,,,,,9597cd8f56,STK0018,1.0,Nos,0.0
,,,,,,6cf5d6bfbd,STK0022,1.0,Nos,0.0
,,,,,,5bd94d910d,STK0025,1.0,Nos,0.0
,,,,,,795cf68c69,STK0026,3.0,Nos,0.0
,,,,,,037d7344cd,STK0028,1.0,Nos,0.0
,,,,,,c87cdbcac1,STK0033,1.0,Nos,0.0
,,,,,,afa645fe50,STK0039,1.0,Nos,0.0
,,,,,,a8d2dcf04b,PCK0017,1.0,Nos,0.0
,,,,,,fee80300f5,PCK0018,1.0,Nos,0.0
,,,,,,496bbadd49,WIH0001,1.0,Nos,0.0
,,,,,,febef537a4,RBP0019,1680.0,Millimeter,0.0
,,,,,,3ec86f6834,MIS0012,2000.0,Millimeter,0.0
,,,,,,c2eb2acc83,PCK0009,960.0,Millimeter,0.0
,,,,,,2a798cc359,CON0001,1.0,Gram,0.0
,,,,,,44075eeece,CON0002,1.0,Gram,0.0
,,,,,,241e5d5c3c,CON0003,1.0,Gram,0.0
,,,,,,d41ed64d8d,CON0004,1.0,Gram,0.0
BOM-TEM0000009-001,TEM0000009,Real Appliances Private Limited,1.0,INR,1.0,2be6fc479e,MIS0008,0.221,Square Meter,0.0
,,,,,,6ce696d824,WIH0007,1.0,Set,0.0
,,,,,,ca2902b010,ELE0002,1.0,Nos,0.0
,,,,,,e39d065304,ASP0003,1.0,Nos,0.0
,,,,,,d79a163111,ELC0006,1.0,Nos,0.0
,,,,,,108528ae18,ELC0007,1.0,Nos,0.0
,,,,,,bb197f1769,ELC0009,1.0,Nos,0.0
,,,,,,fd5dbf7074,HRD0002,12.0,Nos,0.0
,,,,,,571a9df4e5,HRD0014,1.0,Nos,0.0
,,,,,,84b46a0085,HRD0020,3.0,Nos,0.0
,,,,,,9f4b53efbc,HRD0021,2.0,Nos,0.0
,,,,,,95c02b3e88,HRD0024,3.0,Nos,0.0
,,,,,,56b7636f83,HRD0025,2.0,Nos,0.0
,,,,,,a658f648df,HRD0026,4.0,Nos,0.0
,,,,,,e1259fb5aa,HRD0027,2.0,Nos,0.0
,,,,,,04b4e737d7,HRD0029,3.0,Nos,0.0
,,,,,,9a4966efa9,HRD0030,1.0,Nos,0.0
,,,,,,976a1b025d,MIS0001,1.0,Nos,0.0
,,,,,,29b45adf61,MIS0003,1.0,Nos,0.0
,,,,,,41a81f8a49,HRD0031,1.0,Nos,0.0
,,,,,,bb38c16a81,MIS0009,100.0,Nos,0.0
,,,,,,a331086b3a,MIS0010,2.0,Nos,0.0
,,,,,,552508520e,PCK0007,1.0,Nos,0.0
,,,,,,f821605e56,PCK0011,1.0,Nos,0.0
,,,,,,b1984bfddb,PAI0013,1.0,Nos,0.0
,,,,,,19698d12a9,PAI0040,1.0,Nos,0.0
,,,,,,3c1d9744b6,PTC0042,1.0,Nos,0.0
,,,,,,6de8a3acdb,PTC0043,1.0,Nos,0.0
,,,,,,de86a98021,PTC0044,2.0,Nos,0.0
,,,,,,9230e43170,PTC0077,1.0,Nos,0.0
,,,,,,fbb96000ff,PTC0078,1.0,Nos,0.0
,,,,,,2b668691b7,RBP0002,1.0,Nos,0.0
,,,,,,b64f588ac2,RBP0005,1.0,Nos,0.0
,,,,,,98b80422b8,RBP0006,1.0,Nos,0.0
,,,,,,50f3f51778,RBP0009,1.0,Nos,0.0
,,,,,,e658b4610c,RBP0015,1.0,Nos,0.0
,,,,,,bad8895f47,STK0002,1.0,Nos,0.0
,,,,,,8ff35af494,STK0004,1.0,Nos,0.0
,,,,,,d8b6cd4f8c,STK0005,1.0,Nos,0.0
,,,,,,548600619b,STK0006,1.0,Nos,0.0
,,,,,,9d85c17147,STK0008,1.0,Nos,0.0
,,,,,,a8fb1150ee,STK0012,1.0,Nos,0.0
,,,,,,2e790d76cd,STK0018,1.0,Nos,0.0
